transaction_id,user_id,transaction_amount,transaction_type,merchant_category,transaction_date
TXN0008937,USR02237,3251.95,Bills,Education,2024-08-20
TXN0008938,USR02881,124220.73,POS,Food,2024-09-06
TXN0008939,USR02400,631313.43,POS,Transport,2024-09-27
TXN0008940,USR02967,373784.08,Transfer,Real Estate,2024-08-04
TXN0008941,USR02586,933495.54,Deposit,Finance,2024-08-01
TXN0008942,USR02071,266143.18,Withdrawal,Finance,2024-04-01
TXN0008943,USR00342,492583.59,Deposit,Transport,2024-12-06
TXN0008944,USR01631,372310.59,POS,Health,2024-02-21
TXN0008945,USR00314,865799.71,Withdrawal,Health,2024-12-12
TXN0008946,USR01367,7456.17,Deposit,Real Estate,2024-02-26
TXN0008947,USR00185,158865.65,POS,Retail,2024-11-02
TXN0008948,USR02738,550410.73,Transfer,Food,2024-11-07
TXN0008949,USR02275,104813.68,Withdrawal,Finance,2024-05-04
TXN0008950,USR01280,190963.39,POS,Retail,2024-01-18
TXN0008951,USR00975,90063.81,Bills,Retail,2024-11-20
TXN0008952,USR01052,899146.98,Transfer,Utilities,2024-09-04
TXN0008953,USR01343,364341.05,Transfer,Food,2024-06-25
TXN0008954,USR01394,933617.29,Bills,Real Estate,2024-04-15
TXN0008955,USR00357,746047.6,Bills,Finance,2024-06-03
TXN0008956,USR01565,690315.59,Airtime,Transport,2024-01-13
TXN0008957,USR01364,509069.25,Transfer,Telecom,2024-06-06
TXN0008958,USR01334,262057.34,Airtime,Entertainment,2024-05-30
TXN0008959,USR02322,64488.31,Transfer,Finance,2024-01-01
TXN0008960,USR00081,259796.62,POS,Finance,2024-07-22
TXN0008961,USR01966,779779.31,POS,Education,2024-11-16
TXN0008962,USR01266,264888.77,Bills,Food,2024-04-16
TXN0008963,USR01775,547647.28,Bills,Real Estate,2024-05-21
TXN0008964,USR00101,216229.21,Withdrawal,Telecom,2024-06-10
TXN0008965,USR00311,963466.58,Withdrawal,Utilities,2024-04-10
TXN0008966,USR02452,938237.48,Airtime,Real Estate,2024-07-12
TXN0008967,USR01491,731859.76,Transfer,Transport,2024-11-22
TXN0008968,USR00142,85978.92,Bills,Real Estate,2024-08-21
TXN0008969,USR01759,865650.27,Bills,Transport,2024-02-23
TXN0008970,USR02914,756392.45,Transfer,Real Estate,2024-05-15
TXN0008971,USR02651,800878.25,Transfer,Entertainment,2024-10-21
TXN0008972,USR01570,95245.75,Airtime,Transport,2024-11-06
TXN0008973,USR01602,658882.82,Airtime,Entertainment,2024-03-18
TXN0008974,USR02263,134268.54,POS,Entertainment,2024-04-22
TXN0008975,USR02845,111300.55,Withdrawal,Food,2024-03-02
TXN0008976,USR00574,743313.37,Withdrawal,Transport,2024-10-20
TXN0008977,USR00979,427722.75,Withdrawal,Retail,2024-01-14
TXN0008978,USR01099,622671.18,Bills,Retail,2024-12-01
TXN0008979,USR01844,89463.18,POS,Retail,2024-10-19
TXN0008980,USR02013,436824.96,Withdrawal,Retail,2024-10-20
TXN0008981,USR00612,613016.25,Airtime,Transport,2024-03-13
TXN0008982,USR00504,326405.36,Airtime,Transport,2024-12-26
TXN0008983,USR01013,905770.68,Bills,Finance,2024-02-12
TXN0008984,USR02948,858279.8,Airtime,Utilities,2024-10-05
TXN0008985,USR00091,829011.16,Bills,Telecom,2024-12-23
TXN0008986,USR01829,266605.16,Deposit,Health,2024-02-23
TXN0008987,USR02179,550700.62,Deposit,Real Estate,2024-08-07
TXN0008988,USR00527,536255.14,Bills,Utilities,2024-02-09
TXN0008989,USR00397,812799.64,POS,Transport,2024-03-23
TXN0008990,USR00869,488309.61,Withdrawal,Finance,2024-11-02
TXN0008991,USR02853,643927.76,Deposit,Health,2024-05-25
TXN0008992,USR00666,970955.59,Airtime,Food,2024-03-13
TXN0008993,USR01773,158885.47,Airtime,Health,2024-05-09
TXN0008994,USR01609,725094.53,Withdrawal,Retail,2024-10-11
TXN0008995,USR01403,104206.85,Airtime,Education,2024-05-08
TXN0008996,USR01423,280257.61,Withdrawal,Telecom,2024-10-04
TXN0008997,USR00370,283176.07,POS,Finance,2024-08-26
TXN0008998,USR00015,268998.93,Bills,Health,2024-05-19
TXN0008999,USR01584,732180.47,Deposit,Entertainment,2024-12-07
TXN0009000,USR02372,217083.45,Airtime,Food,2024-06-28
TXN0009001,USR00951,662824.48,Bills,Entertainment,2024-05-17
TXN0009002,USR00022,369170.41,Withdrawal,Real Estate,2024-10-27
TXN0009003,USR01081,922106.52,POS,Food,2024-06-11
TXN0009004,USR02740,743939.52,POS,Telecom,2024-03-02
TXN0009005,USR02922,178091.75,Transfer,Retail,2024-08-04
TXN0009006,USR01232,187361.99,Airtime,Health,2024-03-29
TXN0009007,USR01169,259196.27,Withdrawal,Health,2024-03-04
TXN0009008,USR00530,250471.63,POS,Retail,2024-09-22
TXN0009009,USR02806,871525.29,Deposit,Transport,2024-09-22
TXN0009010,USR02983,549634.73,Transfer,Education,2024-08-05
TXN0009011,USR02968,175760.5,POS,Education,2024-09-17
TXN0009012,USR00748,501635.71,Airtime,Telecom,2024-10-31
TXN0009013,USR02565,356546.01,Transfer,Telecom,2024-03-07
TXN0009014,USR00591,273888.61,Airtime,Entertainment,2024-10-30
TXN0009015,USR00867,564988.82,Transfer,Food,2024-09-08
TXN0009016,USR02377,130877.03,Transfer,Food,2024-10-24
TXN0009017,USR02755,15655.91,Airtime,Food,2024-01-12
TXN0009018,USR00558,924506.4,Bills,Health,2024-10-14
TXN0009019,USR02153,828282.2,Airtime,Entertainment,2024-10-19
TXN0009020,USR02734,809357.05,Bills,Transport,2024-12-19
TXN0009021,USR00700,232185.52,Bills,Telecom,2024-01-18
TXN0009022,USR02629,467890.33,Transfer,Telecom,2024-11-28
TXN0009023,USR00434,104294.4,Bills,Telecom,2024-09-30
TXN0009024,USR01203,327896.86,POS,Telecom,2024-10-04
TXN0009025,USR01513,796239.16,Withdrawal,Food,2024-10-14
TXN0009026,USR00480,541445.79,Bills,Retail,2024-01-26
TXN0009027,USR02090,646186.69,POS,Finance,2024-03-12
TXN0009028,USR02390,963728.79,Withdrawal,Health,2024-01-12
TXN0009029,USR00449,577931.46,Transfer,Health,2024-05-28
TXN0009030,USR00962,898081.04,POS,Utilities,2024-10-25
TXN0009031,USR01017,720716.98,POS,Food,2024-09-13
TXN0009032,USR02716,673222.91,Transfer,Retail,2024-11-10
TXN0009033,USR02074,575892.41,Bills,Education,2024-11-04
TXN0009034,USR02862,760120.62,Airtime,Real Estate,2024-05-17
TXN0009035,USR02705,441698.25,POS,Health,2024-12-18
TXN0009036,USR02692,977849.61,Airtime,Real Estate,2024-06-08
TXN0009037,USR02437,673223.67,Bills,Health,2024-06-22
TXN0009038,USR02751,302159.01,Deposit,Health,2024-10-24
TXN0009039,USR02459,984887.45,Transfer,Telecom,2024-08-27
TXN0009040,USR00913,219102.53,Bills,Real Estate,2024-04-06
TXN0009041,USR00736,933454.83,Airtime,Utilities,2024-11-16
TXN0009042,USR00355,753347.17,Bills,Entertainment,2024-06-22
TXN0009043,USR01778,645790.65,POS,Transport,2024-10-05
TXN0009044,USR02659,983428.04,Bills,Transport,2024-02-26
TXN0009045,USR00264,375507.51,Bills,Utilities,2024-01-29
TXN0009046,USR02855,112603.71,Withdrawal,Education,2024-02-29
TXN0009047,USR02447,611896.84,Deposit,Retail,2024-06-22
TXN0009048,USR02751,386532.39,Withdrawal,Entertainment,2024-12-29
TXN0009049,USR02680,232929.66,POS,Finance,2024-04-15
TXN0009050,USR00362,278741.05,Airtime,Health,2024-03-02
TXN0009051,USR00003,991217.27,Deposit,Retail,2024-01-12
TXN0009052,USR00441,890604.42,Transfer,Finance,2024-01-30
TXN0009053,USR01112,181331.42,Airtime,Food,2024-03-25
TXN0009054,USR02329,965332.84,Deposit,Entertainment,2024-05-15
TXN0009055,USR02689,607932.53,Withdrawal,Retail,2024-09-20
TXN0009056,USR02720,500684.62,Bills,Entertainment,2024-09-06
TXN0009057,USR01419,598194.21,Bills,Transport,2024-08-18
TXN0009058,USR00168,903015.39,Deposit,Transport,2024-10-12
TXN0009059,USR02187,713762.23,Withdrawal,Transport,2024-11-04
TXN0009060,USR00203,617094.29,Withdrawal,Telecom,2024-05-25
TXN0009061,USR00024,33652.54,POS,Real Estate,2024-02-05
TXN0009062,USR02470,541025.43,Withdrawal,Transport,2024-11-09
TXN0009063,USR01928,85942.45,Withdrawal,Food,2024-04-07
TXN0009064,USR02868,288205.03,Airtime,Telecom,2024-07-16
TXN0009065,USR02354,336904.46,Withdrawal,Telecom,2024-01-02
TXN0009066,USR02114,278233.26,Transfer,Telecom,2024-08-08
TXN0009067,USR00429,57574.89,POS,Real Estate,2024-02-26
TXN0009068,USR01336,17855.0,Withdrawal,Food,2024-02-20
TXN0009069,USR01345,540399.54,Airtime,Health,2024-01-14
TXN0009070,USR01464,353995.51,Deposit,Education,2024-05-19
TXN0009071,USR01493,85277.1,Deposit,Finance,2024-04-06
TXN0009072,USR02314,256233.79,Airtime,Utilities,2024-06-19
TXN0009073,USR00606,106173.92,POS,Education,2024-09-18
TXN0009074,USR02572,7424.03,Deposit,Education,2024-03-04
TXN0009075,USR00977,627251.53,Airtime,Telecom,2024-12-26
TXN0009076,USR00893,40008.59,Transfer,Health,2024-08-25
TXN0009077,USR01736,120843.89,Airtime,Transport,2024-09-25
TXN0009078,USR02176,327195.05,Withdrawal,Retail,2024-03-29
TXN0009079,USR00678,650348.44,Deposit,Health,2024-11-14
TXN0009080,USR00391,882718.93,Withdrawal,Telecom,2024-02-20
TXN0009081,USR01275,859687.07,Airtime,Utilities,2024-09-14
TXN0009082,USR00080,783232.4,Transfer,Utilities,2024-08-10
TXN0009083,USR01414,804514.22,Withdrawal,Health,2024-03-12
TXN0009084,USR00753,497055.14,Bills,Utilities,2024-06-10
TXN0009085,USR01805,545153.61,Withdrawal,Entertainment,2024-06-28
TXN0009086,USR02350,63953.61,Withdrawal,Telecom,2024-07-19
TXN0009087,USR02701,986362.07,Deposit,Utilities,2024-02-04
TXN0009088,USR01372,956848.88,Bills,Utilities,2024-10-27
TXN0009089,USR02659,422893.66,Deposit,Entertainment,2024-10-19
TXN0009090,USR01009,421119.24,Withdrawal,Real Estate,2024-02-26
TXN0009091,USR02757,794196.53,Transfer,Health,2024-04-21
TXN0009092,USR01991,743086.23,Bills,Food,2024-07-18
TXN0009093,USR00058,297646.74,Airtime,Retail,2024-11-25
TXN0009094,USR02432,480919.79,POS,Telecom,2024-06-13
TXN0009095,USR00270,783638.65,Transfer,Food,2024-06-26
TXN0009096,USR01793,795743.03,Withdrawal,Transport,2024-01-30
TXN0009097,USR02556,42812.04,POS,Education,2024-06-16
TXN0009098,USR00600,568905.77,POS,Retail,2024-02-22
TXN0009099,USR00846,415244.0,Withdrawal,Transport,2024-08-02
TXN0009100,USR01889,1422.67,Deposit,Health,2024-08-02
TXN0009101,USR02069,343442.65,Transfer,Transport,2024-08-01
TXN0009102,USR01375,98768.52,Deposit,Utilities,2024-08-10
TXN0009103,USR00023,920438.44,Transfer,Education,2024-08-19
TXN0009104,USR00544,646181.83,Deposit,Telecom,2024-04-13
TXN0009105,USR02802,862266.88,Airtime,Telecom,2024-06-15
TXN0009106,USR01266,471151.46,Transfer,Health,2024-07-23
TXN0009107,USR00464,220236.4,Transfer,Entertainment,2024-07-09
TXN0009108,USR01327,507185.8,POS,Food,2024-12-22
TXN0009109,USR01391,881818.12,Airtime,Retail,2024-10-11
TXN0009110,USR00970,543017.32,Airtime,Finance,2024-05-12
TXN0009111,USR00615,110935.19,Deposit,Real Estate,2024-03-18
TXN0009112,USR01913,951248.19,Transfer,Finance,2024-07-05
TXN0009113,USR02944,611601.29,Transfer,Transport,2024-11-28
TXN0009114,USR02262,96251.56,Deposit,Education,2024-03-23
TXN0009115,USR00639,95833.12,Transfer,Entertainment,2024-01-02
TXN0009116,USR02758,968898.65,Transfer,Food,2024-05-14
TXN0009117,USR00426,100610.09,Withdrawal,Education,2024-07-07
TXN0009118,USR00063,195191.84,Deposit,Retail,2024-12-20
TXN0009119,USR01246,592971.28,Bills,Entertainment,2024-02-07
TXN0009120,USR01591,895525.07,Withdrawal,Finance,2024-08-30
TXN0009121,USR00423,411093.6,Transfer,Health,2024-04-13
TXN0009122,USR01250,43395.63,Bills,Health,2024-03-10
TXN0009123,USR01821,632133.65,Bills,Finance,2024-03-03
TXN0009124,USR00708,721172.57,Airtime,Telecom,2024-11-12
TXN0009125,USR00731,185078.4,Airtime,Transport,2024-03-07
TXN0009126,USR01578,91742.84,Bills,Transport,2024-08-18
TXN0009127,USR02842,730251.52,Bills,Retail,2024-12-04
TXN0009128,USR02568,620281.27,Deposit,Food,2024-11-14
TXN0009129,USR00547,68896.89,Withdrawal,Food,2024-02-03
TXN0009130,USR02522,838466.97,Deposit,Real Estate,2024-01-05
TXN0009131,USR01930,421788.03,POS,Utilities,2024-01-29
TXN0009132,USR02861,951208.03,Transfer,Retail,2024-11-20
TXN0009133,USR01006,863115.06,Transfer,Telecom,2024-12-21
TXN0009134,USR00127,868427.63,Deposit,Utilities,2024-11-09
TXN0009135,USR00762,820753.07,Deposit,Telecom,2024-01-25
TXN0009136,USR01711,828085.42,Withdrawal,Finance,2024-06-23
TXN0009137,USR02246,21064.71,Withdrawal,Entertainment,2024-02-15
TXN0009138,USR00555,632975.51,POS,Education,2024-12-17
TXN0009139,USR02460,905858.06,Transfer,Food,2024-10-20
TXN0009140,USR01098,181547.74,Withdrawal,Education,2024-04-19
TXN0009141,USR01677,491817.42,Withdrawal,Finance,2024-01-12
TXN0009142,USR01289,794392.12,Bills,Transport,2024-08-30
TXN0009143,USR02270,954978.72,Withdrawal,Retail,2024-11-01
TXN0009144,USR00681,762612.02,Deposit,Utilities,2024-04-30
TXN0009145,USR01072,259317.52,Withdrawal,Retail,2024-05-01
TXN0009146,USR02087,34256.57,Bills,Health,2024-07-26
TXN0009147,USR00594,558104.29,Airtime,Transport,2024-03-02
TXN0009148,USR02599,679090.88,Withdrawal,Utilities,2024-05-16
TXN0009149,USR02195,796574.44,Bills,Education,2024-12-07
TXN0009150,USR02537,395201.0,Deposit,Utilities,2024-12-06
TXN0009151,USR01076,80559.81,Airtime,Retail,2024-06-17
TXN0009152,USR02402,140614.91,Transfer,Utilities,2024-08-25
TXN0009153,USR00899,479752.55,Airtime,Real Estate,2024-01-29
TXN0009154,USR00532,903548.49,POS,Finance,2024-04-29
TXN0009155,USR00542,396677.74,Airtime,Real Estate,2024-12-05
TXN0009156,USR02612,367045.0,Airtime,Entertainment,2024-05-15
TXN0009157,USR01809,835996.55,Airtime,Telecom,2024-02-27
TXN0009158,USR02733,441511.34,Airtime,Telecom,2024-08-27
TXN0009159,USR00109,460967.93,Airtime,Real Estate,2024-12-12
TXN0009160,USR02291,255475.65,POS,Food,2024-04-19
TXN0009161,USR00869,343792.11,Withdrawal,Retail,2024-09-02
TXN0009162,USR02624,760810.27,Withdrawal,Transport,2024-02-14
TXN0009163,USR02802,517093.38,Withdrawal,Retail,2024-03-21
TXN0009164,USR02963,883376.13,Bills,Telecom,2024-04-17
TXN0009165,USR02180,500461.99,Deposit,Entertainment,2024-11-14
TXN0009166,USR02087,36999.28,Transfer,Entertainment,2024-07-04
TXN0009167,USR00546,265268.74,POS,Education,2024-02-14
TXN0009168,USR00293,407098.55,POS,Finance,2024-11-20
TXN0009169,USR02931,462147.16,Airtime,Utilities,2024-12-11
TXN0009170,USR01250,828235.16,Bills,Entertainment,2024-09-15
TXN0009171,USR01100,83466.7,Withdrawal,Real Estate,2024-06-28
TXN0009172,USR00286,650264.02,Bills,Utilities,2024-04-14
TXN0009173,USR01072,244262.98,Bills,Entertainment,2024-04-18
TXN0009174,USR02685,89440.78,Airtime,Food,2024-01-02
TXN0009175,USR02135,974116.2,Deposit,Education,2024-11-11
TXN0009176,USR00525,204632.7,Transfer,Entertainment,2024-02-21
TXN0009177,USR02351,56102.5,Withdrawal,Real Estate,2024-05-05
TXN0009178,USR02873,997198.22,Airtime,Food,2024-01-13
TXN0009179,USR01265,165087.72,Transfer,Health,2024-01-21
TXN0009180,USR02785,438779.74,POS,Education,2024-10-30
TXN0009181,USR00675,159072.59,POS,Finance,2024-10-07
TXN0009182,USR00076,683741.05,Deposit,Telecom,2024-01-31
TXN0009183,USR00907,480959.34,Bills,Utilities,2024-12-05
TXN0009184,USR02727,185450.13,Withdrawal,Entertainment,2024-07-28
TXN0009185,USR00891,141291.96,Bills,Entertainment,2024-02-29
TXN0009186,USR01385,118341.28,Airtime,Utilities,2024-01-27
TXN0009187,USR01059,431764.8,POS,Finance,2024-04-11
TXN0009188,USR01948,61723.27,Deposit,Entertainment,2024-08-26
TXN0009189,USR00863,290611.93,Deposit,Retail,2024-06-01
TXN0009190,USR00304,183641.39,Withdrawal,Utilities,2024-03-30
TXN0009191,USR02859,952489.28,POS,Food,2024-06-18
TXN0009192,USR00931,375103.51,Airtime,Retail,2024-06-26
TXN0009193,USR02260,906307.66,Bills,Entertainment,2024-11-28
TXN0009194,USR02441,387631.42,Bills,Entertainment,2024-03-19
TXN0009195,USR02979,816432.05,POS,Telecom,2024-09-24
TXN0009196,USR02060,985304.06,Bills,Real Estate,2024-03-17
TXN0009197,USR02986,149950.66,Withdrawal,Education,2024-10-23
TXN0009198,USR01590,406430.57,Withdrawal,Real Estate,2024-12-30
TXN0009199,USR02591,31335.91,Deposit,Entertainment,2024-02-20
TXN0009200,USR01168,530328.99,Bills,Transport,2024-04-02
TXN0009201,USR01742,660309.51,Transfer,Utilities,2024-03-30
TXN0009202,USR00957,432282.73,Deposit,Health,2024-02-18
TXN0009203,USR01068,162033.76,Deposit,Food,2024-11-22
TXN0009204,USR02699,874976.35,Deposit,Entertainment,2024-01-24
TXN0009205,USR00020,620611.83,POS,Real Estate,2024-11-28
TXN0009206,USR01814,602181.01,POS,Education,2024-04-26
TXN0009207,USR01076,47340.25,Withdrawal,Entertainment,2024-02-12
TXN0009208,USR00102,772339.53,Deposit,Entertainment,2024-06-27
TXN0009209,USR01213,882050.06,Withdrawal,Health,2024-03-28
TXN0009210,USR00430,44236.5,Bills,Health,2024-11-20
TXN0009211,USR02099,6546.26,Withdrawal,Health,2024-05-13
TXN0009212,USR00318,759445.46,Bills,Finance,2024-10-22
TXN0009213,USR00470,133974.0,Deposit,Transport,2024-03-23
TXN0009214,USR00259,34063.86,POS,Education,2024-10-25
TXN0009215,USR02863,13988.94,POS,Finance,2024-12-11
TXN0009216,USR02553,11664.65,Deposit,Real Estate,2024-04-27
TXN0009217,USR01249,596450.7,Transfer,Entertainment,2024-11-24
TXN0009218,USR02054,186134.93,Bills,Food,2024-10-22
TXN0009219,USR01871,490434.03,Bills,Retail,2024-07-13
TXN0009220,USR01147,778657.2,POS,Finance,2024-05-03
TXN0009221,USR01717,555899.39,Airtime,Health,2024-08-13
TXN0009222,USR00279,236705.69,Deposit,Retail,2024-05-31
TXN0009223,USR01512,805156.8,Withdrawal,Entertainment,2024-07-26
TXN0009224,USR02025,310848.89,Transfer,Finance,2024-03-11
TXN0009225,USR00672,490791.43,Bills,Finance,2024-06-03
TXN0009226,USR00836,732151.76,Airtime,Entertainment,2024-05-19
TXN0009227,USR00111,852069.23,Airtime,Education,2024-03-03
TXN0009228,USR01098,117399.5,Withdrawal,Retail,2024-12-21
TXN0009229,USR00530,85021.2,Transfer,Retail,2024-01-28
TXN0009230,USR02869,467521.49,Withdrawal,Retail,2024-06-05
TXN0009231,USR01787,475179.2,Transfer,Real Estate,2024-12-17
TXN0009232,USR00774,886140.21,Withdrawal,Telecom,2024-05-20
TXN0009233,USR01320,172978.26,Deposit,Education,2024-02-04
TXN0009234,USR02085,749580.75,Transfer,Health,2024-09-01
TXN0009235,USR02637,461450.03,Bills,Health,2024-04-02
TXN0009236,USR01181,409839.24,Airtime,Entertainment,2024-04-08
TXN0009237,USR01892,309727.78,Transfer,Food,2024-12-12
TXN0009238,USR02710,629363.78,Bills,Finance,2024-02-25
TXN0009239,USR00007,625928.67,POS,Food,2024-11-06
TXN0009240,USR00965,131715.24,Deposit,Retail,2024-03-17
TXN0009241,USR00105,648020.76,Withdrawal,Finance,2024-09-24
TXN0009242,USR01240,208244.19,Deposit,Utilities,2024-05-03
TXN0009243,USR01475,439578.49,Transfer,Education,2024-10-25
TXN0009244,USR00824,20557.08,Withdrawal,Entertainment,2024-11-30
TXN0009245,USR00567,501711.56,Withdrawal,Utilities,2024-10-31
TXN0009246,USR00820,450844.97,POS,Food,2024-03-19
TXN0009247,USR02940,969548.27,Bills,Real Estate,2024-10-09
TXN0009248,USR02780,684713.7,Bills,Health,2024-02-25
TXN0009249,USR01337,286488.32,Transfer,Entertainment,2024-05-15
TXN0009250,USR00683,633053.89,POS,Telecom,2024-09-08
TXN0009251,USR02212,21260.9,Airtime,Transport,2024-08-08
TXN0009252,USR02798,11576.43,Transfer,Telecom,2024-03-16
TXN0009253,USR02197,594154.98,Transfer,Finance,2024-03-29
TXN0009254,USR01099,139091.93,POS,Entertainment,2024-10-09
TXN0009255,USR00604,4965.49,Airtime,Food,2024-04-13
TXN0009256,USR02243,127957.69,Transfer,Finance,2024-03-02
TXN0009257,USR01312,794895.87,Withdrawal,Transport,2024-04-14
TXN0009258,USR00613,716949.0,Airtime,Food,2024-03-30
TXN0009259,USR00567,305108.68,Bills,Retail,2024-04-25
TXN0009260,USR02113,849688.43,Airtime,Education,2024-07-19
TXN0009261,USR01042,667554.59,Withdrawal,Real Estate,2024-11-25
TXN0009262,USR02742,542034.69,Airtime,Food,2024-05-18
TXN0009263,USR02057,127078.47,Deposit,Utilities,2024-04-08
TXN0009264,USR02391,119637.49,Withdrawal,Health,2024-07-21
TXN0009265,USR02085,707269.08,POS,Transport,2024-09-17
TXN0009266,USR00929,240039.08,POS,Entertainment,2024-02-26
TXN0009267,USR00331,855469.4,Bills,Entertainment,2024-12-14
TXN0009268,USR00538,257503.52,Airtime,Health,2024-06-03
TXN0009269,USR02114,873316.43,Withdrawal,Real Estate,2024-01-27
TXN0009270,USR00678,772316.45,Airtime,Entertainment,2024-05-14
TXN0009271,USR00895,200799.76,POS,Utilities,2024-08-19
TXN0009272,USR02150,647821.34,Airtime,Health,2024-07-05
TXN0009273,USR00207,145228.56,Transfer,Finance,2024-04-23
TXN0009274,USR01010,781870.91,Transfer,Health,2024-11-27
TXN0009275,USR01564,746715.14,POS,Entertainment,2024-08-10
TXN0009276,USR01810,581642.38,POS,Retail,2024-07-01
TXN0009277,USR00960,467913.22,Airtime,Transport,2024-06-11
TXN0009278,USR02044,501639.09,Withdrawal,Telecom,2024-04-23
TXN0009279,USR02426,723421.59,Bills,Telecom,2024-09-30
TXN0009280,USR02782,731459.3,POS,Finance,2024-10-31
TXN0009281,USR02149,168935.18,Transfer,Food,2024-11-09
TXN0009282,USR02589,461524.32,POS,Food,2024-01-23
TXN0009283,USR02514,879319.38,Bills,Food,2024-01-19
TXN0009284,USR01862,133004.53,Bills,Finance,2024-12-02
TXN0009285,USR01830,716685.34,Airtime,Telecom,2024-08-18
TXN0009286,USR00094,830352.23,Transfer,Retail,2024-12-20
TXN0009287,USR02841,330243.28,POS,Health,2024-11-22
TXN0009288,USR01509,480020.32,Transfer,Telecom,2024-05-30
TXN0009289,USR01217,715528.94,Bills,Real Estate,2024-08-20
TXN0009290,USR00174,563740.74,Deposit,Health,2024-09-17
TXN0009291,USR02572,398683.81,POS,Education,2024-12-24
TXN0009292,USR00963,515341.58,Transfer,Food,2024-12-30
TXN0009293,USR00898,848773.04,Deposit,Telecom,2024-10-21
TXN0009294,USR00919,560146.82,Bills,Retail,2024-01-05
TXN0009295,USR00494,805413.81,Bills,Entertainment,2024-09-02
TXN0009296,USR00803,992587.53,Withdrawal,Transport,2024-01-10
TXN0009297,USR00041,509650.11,Airtime,Entertainment,2024-04-27
TXN0009298,USR01022,826920.88,POS,Transport,2024-02-23
TXN0009299,USR02845,571282.28,Transfer,Utilities,2024-12-30
TXN0009300,USR02235,627022.03,Transfer,Real Estate,2024-09-20
TXN0009301,USR02319,365106.69,POS,Transport,2024-12-25
TXN0009302,USR00546,642214.76,POS,Education,2024-03-31
TXN0009303,USR02138,143421.43,Airtime,Real Estate,2024-10-29
TXN0009304,USR02368,210822.04,Transfer,Telecom,2024-07-21
TXN0009305,USR01757,276578.21,POS,Education,2024-01-16
TXN0009306,USR00912,907815.29,Withdrawal,Retail,2024-04-10
TXN0009307,USR02341,67587.76,Bills,Education,2024-10-23
TXN0009308,USR01556,467799.04,Deposit,Real Estate,2024-01-21
TXN0009309,USR01051,846765.16,Bills,Utilities,2024-07-27
TXN0009310,USR00336,545798.44,Transfer,Retail,2024-03-02
TXN0009311,USR00718,166644.27,Bills,Entertainment,2024-12-08
TXN0009312,USR00420,14930.01,Withdrawal,Telecom,2024-04-27
TXN0009313,USR01235,337595.43,Airtime,Transport,2024-03-10
TXN0009314,USR01948,640722.71,Airtime,Health,2024-03-23
TXN0009315,USR02815,158399.93,Bills,Food,2024-07-09
TXN0009316,USR00283,147361.2,Transfer,Utilities,2024-12-07
TXN0009317,USR01572,728290.61,Airtime,Education,2024-02-04
TXN0009318,USR01497,439238.43,Withdrawal,Health,2024-08-24
TXN0009319,USR02677,466264.88,Withdrawal,Education,2024-08-13
TXN0009320,USR00773,26761.12,Deposit,Utilities,2024-07-27
TXN0009321,USR01804,638488.53,Bills,Telecom,2024-06-18
TXN0009322,USR02829,232420.44,Deposit,Education,2024-10-02
TXN0009323,USR02006,595542.84,Transfer,Finance,2024-11-16
TXN0009324,USR02516,788677.63,Airtime,Real Estate,2024-07-24
TXN0009325,USR00791,480390.99,POS,Telecom,2024-09-11
TXN0009326,USR02228,2222.62,Transfer,Retail,2024-11-01
TXN0009327,USR02880,32152.25,POS,Education,2024-01-12
TXN0009328,USR02124,991994.81,Airtime,Finance,2024-02-29
TXN0009329,USR02404,250292.36,Withdrawal,Health,2024-11-23
TXN0009330,USR00752,207934.68,Airtime,Entertainment,2024-01-25
TXN0009331,USR00815,88638.97,Airtime,Real Estate,2024-09-20
TXN0009332,USR01058,474845.02,Deposit,Utilities,2024-03-23
TXN0009333,USR01434,659878.66,Deposit,Utilities,2024-05-15
TXN0009334,USR01818,947209.96,Withdrawal,Health,2024-09-03
TXN0009335,USR01794,290307.92,Deposit,Health,2024-03-30
TXN0009336,USR00098,455711.73,POS,Finance,2024-02-08
TXN0009337,USR02367,568536.91,Deposit,Utilities,2024-08-18
TXN0009338,USR01540,681098.53,Transfer,Transport,2024-01-03
TXN0009339,USR00678,973665.75,Airtime,Health,2024-11-07
TXN0009340,USR02952,131086.07,Withdrawal,Transport,2024-10-14
TXN0009341,USR02023,492441.92,Withdrawal,Telecom,2024-10-05
TXN0009342,USR00315,500402.13,Airtime,Retail,2024-03-31
TXN0009343,USR02928,217415.33,Withdrawal,Retail,2024-07-26
TXN0009344,USR00709,75148.81,POS,Food,2024-09-01
TXN0009345,USR00419,755990.51,Withdrawal,Transport,2024-06-15
TXN0009346,USR02079,130706.6,Bills,Utilities,2024-08-02
TXN0009347,USR02217,183450.87,Airtime,Education,2024-12-10
TXN0009348,USR01454,866994.86,Deposit,Food,2024-02-20
TXN0009349,USR00191,245719.72,Withdrawal,Retail,2024-05-15
TXN0009350,USR00483,761966.89,Airtime,Utilities,2024-09-13
TXN0009351,USR01716,397458.49,POS,Health,2024-11-12
TXN0009352,USR00400,192908.72,POS,Food,2024-01-14
TXN0009353,USR02497,50393.05,Airtime,Health,2024-05-16
TXN0009354,USR02795,486961.29,Withdrawal,Utilities,2024-04-19
TXN0009355,USR00417,736829.06,Deposit,Real Estate,2024-06-04
TXN0009356,USR00409,563448.15,Withdrawal,Utilities,2024-09-10
