user_id,signup_date,city,device_type
USR01336,2023-08-05,Lagos,iOS
USR01337,2023-05-07,Enugu,Android
USR01338,2024-01-20,Port Harcourt,Android
USR01339,2024-08-31,Lagos,Android
USR01340,2024-10-31,Lagos,Android
USR01341,2024-12-07,Abuja,Web
USR01342,2024-03-30,Kaduna,Android
USR01343,2024-07-14,Port Harcourt,Web
USR01344,2024-12-19,Kano,iOS
USR01345,2024-12-12,Lagos,USSD
USR01346,2024-03-06,Abuja,USSD
USR01347,2024-09-29,Uyo,iOS
USR01348,2024-03-04,Abuja,Android
USR01349,2023-10-17,Abuja,Android
USR01350,2024-05-24,Ibadan,iOS
USR01351,2023-09-27,Owerri,iOS
USR01352,2024-01-02,Kaduna,USSD
USR01353,2023-06-14,Lagos,Web
USR01354,2023-08-01,Benin City,USSD
USR01355,2023-08-29,Lagos,Android
USR01356,2024-11-18,Abuja,Android
USR01357,2024-08-10,Benin City,iOS
USR01358,2023-04-03,Owerri,Android
USR01359,2023-04-14,Port Harcourt,iOS
USR01360,2024-04-12,Port Harcourt,USSD
USR01361,2024-04-20,Lagos,Android
USR01362,2023-06-28,Lagos,USSD
USR01363,2024-01-04,Enugu,Web
USR01364,2023-04-29,Abuja,Android
USR01365,2023-01-10,Kano,iOS
USR01366,2023-12-03,Enugu,Web
USR01367,2024-09-28,Port Harcourt,Android
USR01368,2024-01-17,Enugu,iOS
USR01369,2023-04-27,Kaduna,Web
USR01370,2024-04-12,Port Harcourt,Web
USR01371,2024-12-07,Benin City,Web
USR01372,2024-10-26,Kano,Android
USR01373,2023-05-16,Lagos,iOS
USR01374,2023-04-17,Kaduna,Web
USR01375,2024-08-05,Benin City,iOS
USR01376,2024-09-17,Kaduna,USSD
USR01377,2024-09-18,Lagos,iOS
USR01378,2024-05-09,Benin City,Android
USR01379,2024-02-26,Benin City,Android
USR01380,2023-03-06,Port Harcourt,USSD
USR01381,2023-01-13,Owerri,iOS
USR01382,2024-11-16,Enugu,Android
USR01383,2024-03-19,Ibadan,Web
USR01384,2023-12-21,Kaduna,iOS
USR01385,2024-07-25,Uyo,Android
USR01386,2023-01-12,Kano,Web
USR01387,2024-05-22,Kano,Android
USR01388,2024-05-18,Enugu,iOS
USR01389,2023-12-05,Port Harcourt,Android
USR01390,2024-06-03,Ibadan,Web
USR01391,2024-02-17,Ibadan,Android
USR01392,2024-04-15,Benin City,Web
USR01393,2023-04-01,Benin City,Web
USR01394,2023-11-20,Abuja,Web
USR01395,2024-10-31,Lagos,Android
USR01396,2024-02-18,Kaduna,Android
USR01397,2024-07-24,Owerri,Android
USR01398,2023-04-04,Uyo,USSD
USR01399,2024-06-04,Owerri,iOS
USR01400,2024-11-01,Benin City,USSD
USR01401,2024-01-08,Lagos,iOS
USR01402,2024-04-10,Enugu,Web
USR01403,2024-11-03,Enugu,Web
USR01404,2023-04-27,Abuja,iOS
USR01405,2023-01-03,Enugu,USSD
USR01406,2024-10-10,Port Harcourt,USSD
USR01407,2024-12-19,Abuja,Android
USR01408,2023-06-18,Benin City,iOS
USR01409,2024-02-24,Abuja,USSD
USR01410,2024-09-17,Ibadan,iOS
USR01411,2023-05-04,Kaduna,iOS
USR01412,2024-04-13,Ibadan,USSD
USR01413,2023-04-21,Kaduna,Android
USR01414,2024-10-10,Uyo,Android
USR01415,2024-04-06,Benin City,iOS
USR01416,2024-05-25,Lagos,Android
USR01417,2024-07-20,Kaduna,Web
USR01418,2024-06-04,Kano,iOS
USR01419,2023-05-12,Abuja,Web
USR01420,2024-11-04,Uyo,USSD
USR01421,2024-05-31,Kaduna,Web
USR01422,2024-09-15,Ibadan,USSD
USR01423,2024-02-12,Enugu,USSD
USR01424,2024-04-08,Kano,iOS
USR01425,2024-02-27,Uyo,USSD
USR01426,2024-12-19,Owerri,USSD
USR01427,2024-12-29,Owerri,iOS
USR01428,2023-07-25,Ibadan,USSD
USR01429,2024-12-04,Enugu,iOS
USR01430,2024-12-28,Kano,USSD
USR01431,2024-12-28,Abuja,USSD
USR01432,2024-07-29,Benin City,Web
USR01433,2024-11-21,Owerri,USSD
USR01434,2024-03-08,Lagos,Android
USR01435,2023-01-26,Kaduna,iOS
USR01436,2023-02-24,Lagos,iOS
USR01437,2023-10-01,Kano,USSD
USR01438,2024-11-30,Port Harcourt,iOS
USR01439,2023-03-05,Port Harcourt,iOS
USR01440,2024-07-08,Lagos,USSD
USR01441,2024-04-08,Abuja,iOS
USR01442,2024-10-24,Owerri,Web
USR01443,2023-09-01,Owerri,USSD
USR01444,2024-12-10,Lagos,Web
USR01445,2024-02-01,Kaduna,USSD
USR01446,2024-07-19,Lagos,Android
USR01447,2023-09-15,Ibadan,Web
USR01448,2023-08-19,Enugu,iOS
USR01449,2023-07-18,Port Harcourt,Web
USR01450,2023-07-01,Abuja,iOS
USR01451,2023-06-27,Owerri,Android
USR01452,2024-01-22,Lagos,Web
USR01453,2023-10-13,Owerri,USSD
USR01454,2023-05-14,Kano,USSD
USR01455,2023-01-06,Enugu,Web
USR01456,2024-12-27,Kano,Android
USR01457,2023-06-07,Enugu,Android
USR01458,2024-10-02,Uyo,USSD
USR01459,2024-05-17,Uyo,USSD
USR01460,2023-03-16,Enugu,iOS
USR01461,2023-07-08,Owerri,Android
USR01462,2024-06-01,Kano,Web
USR01463,2024-07-10,Owerri,Web
USR01464,2023-04-05,Enugu,iOS
USR01465,2023-08-07,Enugu,USSD
USR01466,2024-01-05,Port Harcourt,iOS
USR01467,2024-09-25,Owerri,Web
USR01468,2024-07-28,Lagos,Android
USR01469,2024-11-15,Enugu,Web
USR01470,2023-09-04,Uyo,iOS
USR01471,2023-02-10,Enugu,Web
USR01472,2023-04-27,Kaduna,USSD
USR01473,2024-07-07,Port Harcourt,Android
USR01474,2024-06-13,Enugu,Web
USR01475,2024-05-13,Lagos,USSD
USR01476,2024-10-29,Ibadan,USSD
USR01477,2024-06-10,Abuja,Android
USR01478,2023-06-21,Owerri,Android
USR01479,2024-10-03,Abuja,iOS
USR01480,2024-11-17,Ibadan,Web
USR01481,2023-04-17,Ibadan,Web
USR01482,2024-10-24,Abuja,iOS
USR01483,2023-01-25,Benin City,USSD
USR01484,2023-02-08,Abuja,Android
USR01485,2023-02-25,Kano,USSD
USR01486,2024-07-25,Abuja,iOS
USR01487,2023-09-22,Kaduna,Web
USR01488,2024-04-06,Kaduna,Web
USR01489,2023-11-20,Lagos,Web
USR01490,2024-11-20,Abuja,Android
USR01491,2024-10-18,Uyo,Android
USR01492,2024-08-22,Lagos,Android
USR01493,2024-01-02,Owerri,Android
USR01494,2023-10-24,Port Harcourt,Android
USR01495,2023-10-16,Benin City,Web
USR01496,2024-02-09,Lagos,Web
USR01497,2023-06-10,Owerri,iOS
USR01498,2023-05-20,Kaduna,USSD
USR01499,2024-10-11,Kano,USSD
USR01500,2024-11-24,Enugu,Android
USR01501,2024-07-20,Owerri,iOS
USR01502,2023-05-07,Lagos,Android
USR01503,2024-08-09,Uyo,Web
USR01504,2024-07-04,Owerri,Android
USR01505,2023-11-09,Ibadan,USSD
USR01506,2023-08-05,Kaduna,iOS
USR01507,2023-06-14,Kano,iOS
USR01508,2024-09-23,Port Harcourt,iOS
USR01509,2023-04-28,Kano,Android
USR01510,2024-07-16,Benin City,Android
USR01511,2023-10-25,Abuja,USSD
USR01512,2023-04-11,Ibadan,Web
USR01513,2023-12-05,Enugu,iOS
USR01514,2024-11-18,Ibadan,Android
USR01515,2023-10-19,Uyo,Android
USR01516,2023-07-18,Enugu,Web
USR01517,2024-04-06,Enugu,USSD
USR01518,2024-12-11,Uyo,iOS
USR01519,2024-08-02,Uyo,USSD
USR01520,2023-11-20,Kaduna,iOS
USR01521,2023-01-05,Enugu,iOS
USR01522,2023-08-15,Kaduna,USSD
USR01523,2024-01-04,Kano,USSD
USR01524,2024-05-06,Benin City,Web
USR01525,2024-01-03,Port Harcourt,Web
USR01526,2024-07-18,Abuja,iOS
USR01527,2024-10-23,Uyo,Android
USR01528,2023-10-15,Kano,iOS
USR01529,2023-09-27,Abuja,Android
USR01530,2023-01-20,Owerri,Android
USR01531,2024-08-18,Uyo,Web
USR01532,2024-08-27,Ibadan,Android
USR01533,2024-07-18,Port Harcourt,Web
USR01534,2024-10-31,Kano,USSD
USR01535,2024-02-06,Ibadan,USSD
USR01536,2023-05-18,Benin City,Android
USR01537,2024-02-11,Enugu,Android
USR01538,2024-11-09,Ibadan,iOS
USR01539,2024-06-10,Kano,Web
USR01540,2023-06-13,Kano,iOS
USR01541,2024-05-10,Enugu,Android
USR01542,2023-08-13,Benin City,iOS
USR01543,2023-03-06,Port Harcourt,USSD
USR01544,2023-08-28,Lagos,iOS
USR01545,2024-06-14,Enugu,Web
USR01546,2024-04-25,Benin City,Android
USR01547,2023-02-10,Enugu,Android
USR01548,2024-12-21,Owerri,USSD
USR01549,2023-09-27,Uyo,iOS
USR01550,2024-01-21,Kaduna,USSD
USR01551,2024-08-24,Abuja,USSD
USR01552,2024-01-21,Ibadan,Web
USR01553,2023-12-28,Enugu,Web
USR01554,2024-05-08,Uyo,Android
USR01555,2024-05-28,Kano,Web
USR01556,2023-06-19,Ibadan,Android
USR01557,2024-06-10,Port Harcourt,iOS
USR01558,2023-06-03,Kano,iOS
USR01559,2024-01-06,Uyo,Android
USR01560,2024-11-07,Ibadan,Web
USR01561,2023-12-05,Abuja,Web
USR01562,2024-11-22,Benin City,Web
USR01563,2023-08-04,Uyo,iOS
USR01564,2024-10-24,Kaduna,Android
USR01565,2023-09-07,Lagos,iOS
USR01566,2024-08-10,Uyo,iOS
USR01567,2023-05-18,Owerri,Android
USR01568,2024-08-09,Kano,Android
USR01569,2023-06-20,Port Harcourt,iOS
USR01570,2024-06-13,Kaduna,Android
USR01571,2024-11-08,Port Harcourt,Android
USR01572,2023-08-10,Benin City,Web
USR01573,2024-05-08,Kano,iOS
USR01574,2024-02-25,Uyo,iOS
USR01575,2024-08-19,Kano,USSD
USR01576,2023-06-21,Enugu,Web
USR01577,2024-09-02,Uyo,Android
USR01578,2023-08-24,Kaduna,Web
USR01579,2023-05-16,Abuja,Android
USR01580,2023-07-27,Owerri,Web
USR01581,2023-06-03,Uyo,Android
USR01582,2023-07-01,Benin City,Android
USR01583,2024-06-28,Owerri,Android
USR01584,2023-04-06,Benin City,iOS
USR01585,2024-09-09,Owerri,Android
USR01586,2024-11-25,Kaduna,Web
USR01587,2024-01-15,Lagos,Web
USR01588,2023-08-23,Benin City,Web
USR01589,2023-12-25,Uyo,Android
USR01590,2024-03-11,Kano,USSD
USR01591,2024-05-03,Ibadan,Android
USR01592,2023-10-18,Uyo,Web
USR01593,2023-09-21,Ibadan,Android
USR01594,2024-12-27,Lagos,Android
USR01595,2024-06-16,Lagos,Web
USR01596,2024-11-01,Ibadan,USSD
USR01597,2024-02-23,Enugu,Android
USR01598,2023-06-08,Kaduna,USSD
USR01599,2023-09-25,Owerri,Web
USR01600,2024-08-01,Enugu,USSD
USR01601,2024-11-27,Kaduna,iOS
USR01602,2024-02-28,Owerri,Web
USR01603,2023-07-03,Enugu,Web
USR01604,2023-09-17,Port Harcourt,USSD
USR01605,2024-12-23,Kaduna,iOS
USR01606,2024-11-06,Abuja,iOS
USR01607,2024-04-02,Kano,Android
USR01608,2023-08-08,Owerri,Web
USR01609,2023-12-13,Owerri,Android
USR01610,2023-06-14,Kaduna,Android
USR01611,2023-04-04,Kano,Web
USR01612,2024-09-06,Kaduna,Android
USR01613,2023-03-07,Port Harcourt,iOS
USR01614,2024-01-15,Abuja,Android
USR01615,2024-01-29,Kaduna,USSD
USR01616,2024-12-29,Uyo,Android
USR01617,2023-06-29,Benin City,Web
USR01618,2023-01-11,Ibadan,USSD
USR01619,2023-07-19,Lagos,iOS
USR01620,2024-09-21,Kano,Android
USR01621,2024-01-04,Ibadan,Android
USR01622,2023-06-11,Abuja,USSD
USR01623,2024-02-14,Enugu,Web
USR01624,2024-02-20,Uyo,iOS
USR01625,2024-06-14,Lagos,Android
USR01626,2023-04-03,Owerri,USSD
USR01627,2024-07-26,Uyo,USSD
USR01628,2023-12-22,Port Harcourt,iOS
USR01629,2024-09-12,Ibadan,Web
USR01630,2024-02-18,Uyo,Android
USR01631,2023-09-25,Kano,Web
USR01632,2024-06-02,Abuja,Android
USR01633,2024-05-30,Port Harcourt,USSD
USR01634,2023-04-30,Owerri,USSD
USR01635,2024-07-04,Uyo,USSD
USR01636,2024-12-11,Benin City,Web
USR01637,2024-07-30,Benin City,iOS
USR01638,2023-12-14,Benin City,Web
USR01639,2024-08-23,Lagos,Web
USR01640,2023-04-30,Port Harcourt,Android
USR01641,2024-01-27,Ibadan,iOS
USR01642,2023-11-20,Kaduna,USSD
USR01643,2024-06-12,Owerri,Android
USR01644,2024-12-18,Port Harcourt,iOS
USR01645,2023-10-22,Abuja,Web
USR01646,2024-11-20,Enugu,Android
USR01647,2024-07-21,Kano,Web
USR01648,2023-11-18,Enugu,iOS
USR01649,2024-08-10,Port Harcourt,iOS
USR01650,2024-11-30,Ibadan,Web
USR01651,2023-07-24,Ibadan,iOS
USR01652,2023-09-29,Ibadan,iOS
USR01653,2023-07-27,Ibadan,USSD
USR01654,2023-06-09,Abuja,Android
USR01655,2023-03-22,Benin City,Android
USR01656,2024-07-08,Lagos,Web
USR01657,2024-01-16,Uyo,USSD
USR01658,2024-05-19,Uyo,USSD
USR01659,2024-05-17,Kano,USSD
USR01660,2024-02-12,Ibadan,iOS
USR01661,2023-02-25,Owerri,Web
USR01662,2024-05-04,Owerri,Android
USR01663,2024-05-29,Enugu,Web
USR01664,2024-12-03,Kano,Web
USR01665,2023-05-04,Owerri,Web
USR01666,2023-11-20,Lagos,Android
USR01667,2024-11-21,Ibadan,Web
USR01668,2024-08-17,Abuja,USSD
USR01669,2024-01-06,Uyo,USSD
USR01670,2023-07-11,Owerri,USSD
USR01671,2023-08-31,Port Harcourt,Web
USR01672,2024-09-19,Enugu,USSD
USR01673,2023-07-08,Benin City,Web
USR01674,2023-08-04,Kaduna,USSD
USR01675,2024-01-09,Kaduna,USSD
USR01676,2024-04-06,Kano,iOS
USR01677,2024-08-12,Ibadan,Android
USR01678,2023-10-04,Ibadan,Web
USR01679,2024-01-26,Ibadan,iOS
USR01680,2023-06-03,Benin City,Android
USR01681,2023-06-30,Kaduna,Web
USR01682,2023-05-18,Owerri,USSD
USR01683,2024-05-13,Port Harcourt,USSD
USR01684,2024-07-29,Uyo,Android
USR01685,2024-02-12,Abuja,iOS
USR01686,2023-03-03,Ibadan,USSD
USR01687,2024-05-02,Abuja,Web
USR01688,2023-12-09,Port Harcourt,USSD
USR01689,2024-01-04,Owerri,USSD
USR01690,2023-12-19,Lagos,Web
USR01691,2023-05-05,Enugu,iOS
USR01692,2024-08-13,Uyo,iOS
USR01693,2023-10-19,Enugu,USSD
USR01694,2024-11-20,Owerri,Web
USR01695,2024-04-02,Abuja,Web
USR01696,2024-09-20,Port Harcourt,Web
USR01697,2024-10-08,Kano,iOS
USR01698,2024-10-17,Enugu,Web
USR01699,2024-10-08,Uyo,Web
USR01700,2023-03-15,Abuja,iOS
USR01701,2023-12-18,Ibadan,USSD
USR01702,2023-11-21,Port Harcourt,USSD
USR01703,2024-09-11,Kaduna,USSD
USR01704,2024-03-31,Enugu,Web
USR01705,2024-02-28,Kano,iOS
USR01706,2023-01-24,Kano,iOS
USR01707,2024-11-08,Port Harcourt,Android
USR01708,2023-08-04,Kano,Web
USR01709,2023-04-16,Abuja,Android
USR01710,2024-04-29,Owerri,Android
USR01711,2023-01-27,Kaduna,Android
USR01712,2023-04-17,Port Harcourt,iOS
USR01713,2023-03-28,Kaduna,USSD
USR01714,2023-08-23,Ibadan,USSD
USR01715,2024-03-29,Kano,iOS
USR01716,2024-06-23,Kano,Android
USR01717,2023-02-05,Enugu,USSD
USR01718,2024-05-02,Benin City,USSD
USR01719,2024-07-15,Benin City,iOS
USR01720,2024-12-15,Owerri,iOS
USR01721,2024-08-28,Uyo,Web
USR01722,2024-10-08,Uyo,Web
USR01723,2024-06-20,Owerri,USSD
USR01724,2023-12-22,Benin City,iOS
USR01725,2023-04-02,Benin City,USSD
USR01726,2024-01-10,Kaduna,USSD
USR01727,2023-06-09,Port Harcourt,Android
USR01728,2023-01-01,Owerri,iOS
USR01729,2023-12-19,Port Harcourt,Web
USR01730,2024-07-01,Lagos,Web
USR01731,2024-05-03,Port Harcourt,Android
USR01732,2024-03-16,Port Harcourt,iOS
USR01733,2023-01-08,Owerri,USSD
USR01734,2023-07-13,Kaduna,Web
USR01735,2024-02-09,Ibadan,iOS
USR01736,2024-10-23,Kaduna,Web
USR01737,2023-08-14,Port Harcourt,Android
USR01738,2024-03-08,Ibadan,USSD
USR01739,2023-10-19,Owerri,USSD
USR01740,2024-02-27,Ibadan,Android
USR01741,2023-07-06,Kano,USSD
USR01742,2023-04-24,Benin City,Web
USR01743,2023-10-06,Uyo,Web
USR01744,2023-07-12,Enugu,Android
USR01745,2023-06-05,Lagos,Android
USR01746,2023-07-10,Abuja,USSD
USR01747,2023-10-03,Kano,Web
USR01748,2023-01-09,Ibadan,Android
USR01749,2023-06-04,Lagos,Web
USR01750,2023-08-11,Enugu,Web
USR01751,2023-11-16,Benin City,USSD
USR01752,2024-04-19,Lagos,USSD
USR01753,2023-03-24,Kano,Android
USR01754,2023-09-30,Kaduna,Android
USR01755,2024-07-10,Benin City,iOS
USR01756,2023-07-16,Port Harcourt,Web
USR01757,2023-01-13,Abuja,iOS
USR01758,2024-01-30,Benin City,iOS
USR01759,2023-02-04,Ibadan,Web
USR01760,2023-04-07,Owerri,iOS
USR01761,2024-04-29,Kaduna,USSD
USR01762,2023-11-27,Kano,Android
USR01763,2024-07-16,Owerri,Android
USR01764,2023-09-17,Benin City,USSD
USR01765,2023-07-23,Enugu,Android
USR01766,2024-11-13,Ibadan,Android
USR01767,2023-08-30,Kaduna,USSD
USR01768,2023-01-16,Kano,USSD
USR01769,2024-08-21,Abuja,Web
USR01770,2023-09-06,Lagos,Android
USR01771,2024-08-18,Benin City,iOS
USR01772,2024-01-16,Abuja,iOS
USR01773,2023-06-11,Benin City,Android
USR01774,2024-12-03,Uyo,USSD
USR01775,2024-10-02,Lagos,Android
USR01776,2023-12-31,Kano,Android
USR01777,2023-05-09,Benin City,iOS
USR01778,2023-11-21,Owerri,USSD
USR01779,2024-03-25,Ibadan,Android
USR01780,2024-12-06,Kaduna,USSD
USR01781,2023-05-18,Port Harcourt,Android
USR01782,2024-05-11,Benin City,USSD
USR01783,2024-07-09,Benin City,iOS
USR01784,2024-08-03,Kano,USSD
USR01785,2023-11-28,Benin City,USSD
USR01786,2024-09-05,Owerri,iOS
USR01787,2023-03-12,Owerri,iOS
USR01788,2024-04-05,Port Harcourt,USSD
USR01789,2024-07-08,Enugu,Web
USR01790,2023-01-01,Owerri,Web
USR01791,2023-07-09,Lagos,USSD
USR01792,2024-09-27,Ibadan,USSD
USR01793,2023-03-06,Owerri,Web
USR01794,2023-07-14,Owerri,Web
USR01795,2024-07-18,Kano,USSD
USR01796,2023-11-27,Kaduna,USSD
USR01797,2023-04-24,Abuja,Android
USR01798,2023-02-14,Kano,iOS
USR01799,2023-02-02,Ibadan,Android
USR01800,2024-05-12,Ibadan,Android
USR01801,2023-02-02,Uyo,Web
USR01802,2024-11-04,Benin City,USSD
USR01803,2023-02-20,Enugu,iOS
USR01804,2024-09-12,Abuja,Android
USR01805,2023-08-02,Benin City,Android
USR01806,2024-04-24,Lagos,USSD
USR01807,2024-07-25,Kaduna,USSD
USR01808,2024-12-26,Lagos,USSD
USR01809,2024-06-25,Lagos,Android
USR01810,2023-11-08,Abuja,iOS
USR01811,2024-06-15,Abuja,Android
USR01812,2023-08-25,Owerri,Web
USR01813,2023-07-14,Ibadan,iOS
USR01814,2024-08-06,Kano,Web
USR01815,2023-04-19,Uyo,USSD
USR01816,2024-11-21,Benin City,Web
USR01817,2023-04-17,Kano,iOS
USR01818,2024-07-17,Kaduna,USSD
USR01819,2024-11-04,Kano,Web
USR01820,2023-12-27,Enugu,USSD
USR01821,2024-01-16,Kaduna,Web
USR01822,2023-11-28,Uyo,iOS
USR01823,2024-07-30,Owerri,iOS
USR01824,2024-01-20,Owerri,USSD
USR01825,2024-01-04,Benin City,Web
USR01826,2024-02-11,Lagos,Android
USR01827,2023-10-19,Uyo,Android
USR01828,2024-06-14,Kano,USSD
USR01829,2023-01-07,Port Harcourt,iOS
USR01830,2023-08-08,Enugu,Android
USR01831,2024-12-07,Port Harcourt,iOS
USR01832,2023-04-07,Lagos,Web
USR01833,2023-12-31,Kano,iOS
USR01834,2023-09-29,Enugu,iOS
USR01835,2023-08-27,Port Harcourt,USSD
USR01836,2023-04-05,Uyo,Web
USR01837,2024-08-05,Ibadan,Android
USR01838,2023-11-29,Benin City,iOS
USR01839,2024-05-14,Uyo,Android
USR01840,2024-09-01,Port Harcourt,Android
USR01841,2024-08-13,Kaduna,Android
USR01842,2023-02-27,Enugu,USSD
USR01843,2024-03-20,Kaduna,Android
USR01844,2023-08-21,Uyo,Android
USR01845,2024-10-11,Kaduna,Android
USR01846,2023-11-09,Owerri,Android
USR01847,2023-11-23,Owerri,iOS
USR01848,2023-12-01,Owerri,iOS
USR01849,2023-06-06,Lagos,Web
USR01850,2024-04-01,Uyo,Android
USR01851,2023-08-16,Kaduna,USSD
USR01852,2024-02-08,Kano,iOS
USR01853,2023-12-11,Abuja,Web
USR01854,2024-08-08,Lagos,Web
USR01855,2023-09-26,Abuja,Web
USR01856,2024-05-28,Kaduna,iOS
USR01857,2023-05-19,Benin City,iOS
USR01858,2024-05-14,Kaduna,iOS
USR01859,2024-07-28,Uyo,iOS
USR01860,2023-09-06,Abuja,USSD
USR01861,2024-03-16,Enugu,Android
USR01862,2023-04-26,Kaduna,Web
USR01863,2024-01-10,Enugu,iOS
USR01864,2023-11-25,Enugu,Android
USR01865,2023-11-09,Kano,USSD
USR01866,2024-09-23,Benin City,iOS
USR01867,2024-03-27,Lagos,iOS
USR01868,2023-07-24,Enugu,iOS
USR01869,2023-03-29,Abuja,Android
USR01870,2023-09-06,Uyo,iOS
USR01871,2023-10-22,Lagos,USSD
USR01872,2024-12-11,Abuja,USSD
USR01873,2024-04-05,Benin City,Android
USR01874,2023-12-06,Ibadan,iOS
USR01875,2023-07-28,Owerri,USSD
USR01876,2024-07-15,Benin City,iOS
USR01877,2024-12-12,Lagos,Web
USR01878,2024-08-19,Owerri,Android
USR01879,2023-09-19,Kano,Android
USR01880,2023-10-18,Ibadan,USSD
USR01881,2023-02-24,Benin City,Android
USR01882,2023-03-10,Kaduna,USSD
USR01883,2024-11-09,Enugu,Android
USR01884,2023-01-20,Port Harcourt,Web
USR01885,2023-08-25,Kaduna,Android
USR01886,2023-11-20,Benin City,Android
USR01887,2023-07-10,Ibadan,Web
USR01888,2024-07-28,Lagos,Android
USR01889,2023-09-11,Owerri,USSD
USR01890,2023-12-08,Benin City,Web
USR01891,2023-06-10,Lagos,USSD
USR01892,2024-12-01,Enugu,USSD
USR01893,2024-10-02,Port Harcourt,iOS
USR01894,2024-05-28,Port Harcourt,Android
USR01895,2024-10-02,Port Harcourt,Web
USR01896,2023-01-31,Owerri,USSD
USR01897,2023-08-19,Kano,USSD
USR01898,2024-02-07,Kano,Android
USR01899,2024-01-27,Owerri,iOS
USR01900,2024-03-03,Ibadan,iOS
USR01901,2024-03-12,Port Harcourt,USSD
USR01902,2024-04-04,Owerri,iOS
USR01903,2023-07-31,Kano,iOS
USR01904,2023-05-22,Port Harcourt,iOS
USR01905,2024-03-16,Kano,iOS
USR01906,2023-11-22,Abuja,Android
USR01907,2023-07-08,Enugu,iOS
USR01908,2023-01-31,Enugu,Web
USR01909,2024-02-26,Port Harcourt,Web
USR01910,2024-10-14,Port Harcourt,iOS
USR01911,2023-07-12,Abuja,iOS
USR01912,2023-07-09,Lagos,USSD
USR01913,2024-09-12,Uyo,iOS
USR01914,2024-09-02,Ibadan,iOS
USR01915,2024-12-04,Lagos,USSD
USR01916,2023-03-23,Benin City,iOS
USR01917,2024-05-29,Uyo,Web
USR01918,2024-12-30,Enugu,iOS
USR01919,2024-02-01,Benin City,Web
USR01920,2023-05-21,Kano,iOS
USR01921,2023-08-20,Lagos,Web
USR01922,2023-01-16,Port Harcourt,Web
USR01923,2023-08-16,Ibadan,iOS
USR01924,2023-03-09,Kano,Web
USR01925,2024-09-23,Benin City,USSD
USR01926,2024-04-13,Ibadan,Web
USR01927,2024-02-19,Lagos,Web
USR01928,2023-11-17,Kaduna,Android
USR01929,2024-06-17,Abuja,Web
USR01930,2024-04-12,Lagos,iOS
USR01931,2024-06-15,Owerri,Web
USR01932,2023-02-10,Owerri,Web
USR01933,2024-06-12,Lagos,iOS
USR01934,2023-10-26,Benin City,Web
USR01935,2023-11-08,Port Harcourt,Web
USR01936,2023-06-20,Kaduna,USSD
USR01937,2024-09-19,Lagos,iOS
USR01938,2024-04-19,Benin City,Android
USR01939,2024-05-27,Abuja,iOS
USR01940,2024-08-22,Owerri,iOS
USR01941,2024-02-07,Kaduna,USSD
USR01942,2024-04-06,Lagos,iOS
USR01943,2024-04-09,Uyo,iOS
USR01944,2024-04-10,Abuja,USSD
USR01945,2023-11-28,Kano,Android
USR01946,2023-04-04,Abuja,Web
USR01947,2024-10-11,Enugu,Android
USR01948,2024-06-20,Kaduna,iOS
USR01949,2024-01-23,Owerri,Web
USR01950,2023-02-14,Kano,USSD
USR01951,2024-08-02,Kano,iOS
USR01952,2023-05-29,Kano,Android
USR01953,2024-03-05,Port Harcourt,USSD
USR01954,2024-04-01,Port Harcourt,iOS
USR01955,2023-05-01,Kano,iOS
USR01956,2023-01-04,Uyo,USSD
USR01957,2023-01-13,Benin City,Web
USR01958,2024-05-25,Owerri,Android
USR01959,2024-09-14,Benin City,iOS
USR01960,2023-08-11,Uyo,Web
USR01961,2024-04-09,Kaduna,Web
USR01962,2023-03-23,Uyo,Android
USR01963,2023-09-08,Owerri,USSD
USR01964,2024-09-26,Owerri,iOS
USR01965,2023-02-20,Kano,iOS
USR01966,2023-02-26,Enugu,Android
USR01967,2023-05-29,Lagos,USSD
USR01968,2023-12-06,Abuja,Android
USR01969,2023-04-22,Kaduna,iOS
USR01970,2023-06-15,Port Harcourt,iOS
USR01971,2024-04-11,Uyo,USSD
USR01972,2023-02-06,Abuja,USSD
USR01973,2023-11-27,Enugu,Web
USR01974,2023-03-11,Kaduna,Android
USR01975,2023-10-27,Benin City,iOS
USR01976,2023-05-05,Port Harcourt,USSD
USR01977,2024-06-23,Kaduna,iOS
USR01978,2024-12-13,Ibadan,Android
USR01979,2023-04-22,Uyo,Android
USR01980,2024-05-10,Uyo,USSD
USR01981,2024-03-13,Uyo,USSD
USR01982,2023-09-23,Owerri,USSD
USR01983,2023-05-13,Uyo,Web
USR01984,2024-06-16,Benin City,Web
USR01985,2023-07-04,Uyo,iOS
USR01986,2024-12-26,Port Harcourt,iOS
USR01987,2023-01-02,Abuja,Android
USR01988,2024-04-21,Abuja,iOS
USR01989,2024-09-22,Kaduna,Web
USR01990,2023-02-16,Enugu,USSD
USR01991,2024-07-27,Ibadan,Android
USR01992,2024-10-17,Ibadan,USSD
USR01993,2023-09-18,Abuja,USSD
USR01994,2023-11-04,Owerri,USSD
USR01995,2023-01-07,Abuja,USSD
USR01996,2023-12-16,Kaduna,Android
USR01997,2023-06-29,Ibadan,USSD
USR01998,2023-12-13,Benin City,Web
USR01999,2023-02-06,Kano,Web
USR02000,2023-06-09,Benin City,USSD
USR02001,2024-04-18,Kaduna,Android
USR02002,2024-06-17,Port Harcourt,USSD
USR02003,2024-07-22,Owerri,Android
USR02004,2023-08-02,Uyo,USSD
